IDCLIENTE;MES;VLVENDA;QTVENDA;QTPARCELAS;QTESTABEL
27395;2020-04;3259,068253;69;70;1
27395;2020-05;4615,055155;146;147;1
27395;2020-06;6830,568465;199;201;1
27395;2020-07;7358,375362;227;227;1
27395;2020-08;7737,541763;245;247;1
27395;2020-09;8119,432861;234;237;1
27395;2020-10;5113,678892;183;183;1
27395;2020-11;4505,369575;120;123;1
27395;2020-12;8662,122385;227;228;1
27395;2021-01;6064,288629;187;192;1
27395;2021-02;8436,839457;254;256;1
27395;2021-03;5445,988756;147;150;1
27395;2021-04;5089,342391;182;182;1
27395;2021-05;7410,619369;255;256;1
27395;2021-06;7427,875785;269;271;1
27396;2019-05;37107,23088;967;967;1
27396;2019-06;131920,3616;3149;3149;1
27396;2019-07;141782,8733;3300;3300;1
27396;2019-08;142497,7238;3404;3404;1
27396;2019-09;123826,1688;3071;3071;1
27396;2019-10;137309,7573;3345;3345;1
27396;2019-11;135721,3486;3371;3371;1
27396;2019-12;145262,8657;3506;3506;1
27396;2020-01;135799,4039;3230;3230;1
27396;2020-02;136216,4046;3271;3271;1
27396;2020-03;172531,0789;4069;4069;1
27396;2020-04;198438,5348;4482;4482;1
27396;2020-05;200525,8078;4307;4307;1
27396;2020-06;192865,5623;4129;4129;1
27396;2020-07;198417,496;4339;4339;1
27396;2020-08;188648,6113;4209;4209;1
27396;2020-09;178222,3074;4002;4002;1
27396;2020-10;179575,5353;4016;4016;1
27396;2020-11;174828,4454;3904;3904;1
27396;2020-12;217529,3056;4608;4608;1
27396;2021-01;188835,3526;4142;4142;1
27396;2021-02;187496,2124;3994;3994;1
27396;2021-03;233995,6481;4987;4987;1
27396;2021-04;233915,2903;5125;5125;1
27396;2021-05;254177,4473;5584;5584;1
27396;2021-06;245787,6199;5584;5584;1
27403;2019-05;22228,45917;963;963;1
27403;2019-06;61097,41581;2443;2443;1
27403;2019-07;74152,34193;2787;2787;1
27403;2019-08;69656,02522;2860;2860;1
27403;2019-09;67464,53745;2714;2714;1
27403;2019-10;68037,79641;2832;2832;1
27403;2019-11;69213,94368;2675;2675;1
27403;2019-12;68632,70366;2575;2575;1
27403;2020-01;69141,61697;2668;2668;1
27403;2020-02;68162,14021;2526;2526;1
27403;2020-03;50980,30799;1823;1823;1
27403;2020-04;20478,56847;326;326;1
27403;2020-05;23362,21505;361;361;1
27403;2020-06;31662,86813;441;441;1
27403;2020-07;40316,20475;609;609;1
27403;2020-08;25151,30981;575;575;1
27404;2019-01;15745,98248;704;704;1
27404;2019-02;15363,05239;699;699;1
27404;2019-03;13919,84714;656;656;1
27404;2019-04;13105,53444;591;591;1
27404;2019-05;13501,50728;588;588;1
27404;2019-06;12706,48466;580;580;1
27404;2019-07;14279,13957;628;628;1
27404;2019-08;12864,06905;624;624;1
27404;2019-09;7521,627863;360;360;1
27404;2019-10;5562,168653;276;276;1
27404;2020-08;22,42307632;1;1;1
27409;2019-02;2446,851145;68;68;1
27409;2019-03;11116,2486;439;439;1
27409;2019-04;10041,05629;386;386;1
27409;2019-05;12020,54735;420;420;1
27409;2019-06;13125,11813;488;488;1
27409;2019-07;12932,22797;450;450;1
27409;2019-08;12271,01605;504;504;1
27409;2019-09;9165,038881;470;470;1
27409;2019-10;9481,091051;431;431;1
27409;2019-11;9951,634139;420;420;1
27409;2019-12;8798,031526;355;355;1
27409;2020-01;8145,474679;378;378;1
27409;2020-02;6127,259301;317;317;1
27409;2020-03;6218,902782;287;287;1
27409;2020-04;3404,814023;172;172;1
27409;2020-05;4077,701474;241;241;1
27409;2020-06;5522,772616;347;347;1
27409;2020-07;4817,892569;316;316;1
27409;2020-08;4716,98451;330;330;1
27409;2020-09;5887,599273;398;398;1
27409;2020-10;593,9489042;37;37;1
27410;2019-05;3942,831292;47;51;1
27410;2019-06;16181,09253;153;170;1
27410;2019-07;10138,38224;104;110;1
27410;2019-08;10300,65926;107;122;1
27410;2019-09;10382,87009;83;97;1
27410;2019-10;14605,64712;142;157;1
27410;2019-11;14938,92267;122;140;1
27410;2019-12;18844,15144;186;202;1
27410;2020-01;15111,06499;117;139;1
27410;2020-02;13909,35715;132;143;1
27410;2020-03;7085,429537;60;71;1
27410;2020-04;3640,152471;19;24;1
27410;2020-05;2583,564617;16;20;1
27410;2020-06;8190,34306;63;77;1
27410;2020-07;10914,7527;87;104;1
27410;2020-08;11642,48294;81;97;1
27410;2020-09;9514,666559;97;104;1
27410;2020-10;15760,45904;127;147;1
27410;2020-11;10954,68571;90;113;1
27410;2020-12;17735,80651;142;176;1
27410;2021-01;6456,766913;66;73;1
27410;2021-02;7118,742794;67;76;1
27410;2021-03;2973,887329;34;36;1
27410;2021-04;8326,884522;47;73;1
27410;2021-05;12653,31868;97;127;1
27410;2021-06;25182,24881;176;229;1
27411;2020-06;258,3807567;8;8;1
27411;2020-07;8522,677179;214;214;1
27411;2020-08;15522,46832;341;341;1
27411;2020-09;21856,50273;490;490;1
27411;2020-10;29897,65381;651;651;1
27411;2020-11;33424,32241;742;742;1
27411;2020-12;44190,03056;776;776;1
27411;2021-01;43711,64004;764;764;1
27411;2021-02;34132,88165;614;614;1
27411;2021-03;22362,09962;419;419;1
27411;2021-04;28000,79574;510;510;1
27411;2021-05;35146,08677;656;656;1
27411;2021-06;34721,414;625;625;1
27418;2019-05;77,86424102;0;0;1
27418;2019-06;387,2818029;1;1;1
27418;2019-07;485,3739498;2;2;1
27418;2019-08;384,6120875;2;2;1
27418;2019-09;366,5135872;2;2;1
27418;2019-10;144,889582;0;0;1
27418;2020-10;29,25892384;0;0;1
27418;2020-11;4993,510172;71;71;1
27418;2020-12;8309,464047;109;109;1
27418;2021-01;7364,234575;101;101;1
27418;2021-02;6830,150256;95;95;1
27418;2021-03;8281,777723;112;112;1
27418;2021-04;7816,674221;106;106;1
27418;2021-05;8287,108182;113;113;1
27418;2021-06;7968,112926;106;106;1
27425;2019-05;1040,578006;4;18;1
27425;2019-06;5578,029295;30;109;1
27425;2019-07;13072,99668;118;203;1
27425;2019-08;18286,40145;148;234;1
27425;2019-09;15591,8356;120;225;1
27425;2019-10;21830,34591;163;319;1
27425;2019-11;16462,6523;127;241;1
27425;2019-12;16912,79762;132;236;1
27425;2020-01;21910,70468;140;260;1
27425;2020-02;20028,56602;151;257;1
27425;2020-03;8775,45038;74;138;1
27425;2020-04;7838,017626;44;87;1
27425;2020-05;7380,585527;34;72;1
27425;2020-06;8052,180565;42;60;1
27425;2020-07;4370,700026;16;25;1
27425;2020-08;0;0;0;0
27427;2019-05;11243,23417;322;324;1
27427;2019-06;16147,67944;319;319;1
27427;2019-07;23192,36372;588;588;1
27427;2019-08;31319,829;745;750;1
27427;2019-09;33230,43142;793;793;1
27427;2019-10;17233,93323;203;204;1
27427;2019-11;21225,73722;258;261;1
27427;2019-12;11559,71756;124;126;1
27427;2020-01;11289,98847;139;142;1
27427;2020-02;5234,414436;68;68;1
27427;2020-03;5140,054524;54;54;1
27427;2020-04;12516,31599;122;122;1
27427;2020-05;17043,11892;172;172;1
27427;2020-06;17175,07146;168;169;1
27427;2020-07;21869,46018;196;197;1
27427;2020-08;20231,85695;170;174;1
27427;2020-09;17036,05173;168;170;1
27427;2020-10;22023,37102;177;178;1
27427;2020-11;15699,33811;139;143;1
27427;2020-12;26630,06165;197;200;1
27427;2021-01;16765,40377;153;155;1
27427;2021-02;18391,42653;182;186;1
27427;2021-03;28046,43325;304;308;1
27427;2021-04;25598,91307;299;304;1
27427;2021-05;30751,14263;299;299;1
27427;2021-06;30050,82804;282;285;1
27429;2019-05;430,8117928;2;4;2
27429;2019-06;1456,85741;5;11;2
27429;2019-07;1797,41217;7;14;2
27429;2019-08;1512,443015;6;12;2
27429;2019-09;1271,56878;5;10;2
27429;2019-10;1245,374347;5;9;2
27429;2019-11;1354,729144;5;10;2
27429;2019-12;1242,971336;4;9;2
27429;2020-01;1629,759384;6;12;2
27429;2020-02;1478,919812;5;11;2
27429;2020-03;1282,972367;5;9;2
27429;2020-04;2202,960691;8;17;2
27429;2020-05;1981,920833;7;16;2
27429;2020-06;1923,971932;7;18;2
27429;2020-07;2495,093068;9;21;2
27429;2020-08;1694,493419;6;13;2
27429;2020-09;1484,855182;5;12;2
27429;2020-10;1497,989952;5;11;2
27429;2020-11;1539,533416;5;11;2
27429;2020-12;1574,587847;6;13;2
27429;2021-01;1665,100674;6;13;2
27429;2021-02;1637,614096;5;13;2
27429;2021-03;1928,100817;6;16;2
27429;2021-04;1921,276262;6;16;2
27429;2021-05;2276,223627;8;20;2
27429;2021-06;2124,908249;7;18;2
27436;2019-09;1,016347463;1;1;1
27436;2019-10;1,016347463;1;1;1
27436;2019-11;1875,16107;4;16;1
27436;2019-12;6556,457485;7;14;1
27436;2020-01;3188,607223;5;5;1
27436;2020-02;2839,674812;5;12;1
27438;2019-05;1027,358146;27;27;1
27438;2019-06;47653,87253;1291;1291;1
27438;2019-07;49875,61051;1399;1399;1
27438;2019-08;50498,63634;1391;1391;1
27438;2019-09;47189,63887;1369;1369;1
27438;2019-10;50393,38635;1449;1449;1
27438;2019-11;51199,51163;1453;1453;1
27438;2019-12;51931,1109;1411;1411;1
27438;2020-01;50010,72125;1353;1353;1
27438;2020-02;54989,41759;1356;1356;1
27438;2020-03;71359,6501;1737;1737;1
27438;2020-04;85808,96063;1992;1993;1
27438;2020-05;88681,2041;1893;1896;1
27438;2020-06;78645,53754;1787;1788;1
27438;2020-07;82622,19011;1803;1803;1
27438;2020-08;83735,21719;1869;1870;1
27438;2020-09;81954,10339;1838;1838;1
27438;2020-10;81080,66013;1809;1811;1
27438;2020-11;79304,20061;1723;1724;1
27438;2020-12;95150,11827;2122;2124;1
27438;2021-01;27874,23388;622;622;1
27439;2019-05;3210,065188;223;223;1
27439;2019-06;13237,39858;873;873;1
27439;2019-07;14444,25564;942;942;1
27439;2019-08;14445,6596;993;993;1
27439;2019-09;13635,57412;949;949;1
27439;2019-10;17131,55901;1156;1156;1
27439;2019-11;14659,24479;1010;1010;1
27439;2019-12;30566,00046;1763;1763;1
27439;2020-01;20093,24519;1229;1229;1
27439;2020-02;11830,87386;763;763;1
27439;2020-03;11226,86544;748;748;1
27439;2020-04;1354,211915;89;89;1
27439;2020-05;7265,620088;491;491;1
27439;2020-06;14802,70518;933;933;1
27439;2020-07;17028,12982;1157;1157;1
27439;2020-08;17789,66266;1106;1106;1
27439;2020-09;21397,4761;1306;1306;1
27439;2020-10;22889,0076;1315;1315;1
27439;2020-11;21476,0857;1170;1170;1
27439;2020-12;36386,76159;1869;1869;1
27439;2021-01;17768,22479;1030;1030;1
27439;2021-02;18407,61303;1109;1109;1
27439;2021-03;14020,73555;873;873;1
27439;2021-04;18198,87456;1066;1066;1
27439;2021-05;21499,0252;1232;1232;1
27439;2021-06;21706,12776;1257;1257;1
27445;2019-07;17337,82519;298;314;1
27445;2019-08;13966,3604;239;274;1
27445;2019-09;12816,32473;253;266;1
27445;2019-10;11062,85382;277;281;1
27453;2019-05;298,2145513;2;4;1
27453;2019-06;842,3429067;6;11;1
27453;2019-07;767,8096251;5;11;1
27453;2019-08;1212,833178;6;13;1
27453;2019-09;893,5945607;5;10;1
27453;2019-10;1355,673698;7;14;1
27453;2019-11;1001,802096;7;13;1
27453;2019-12;1779,054553;11;20;1
27453;2020-01;514,5720284;4;7;1
27453;2020-02;496,1178185;4;6;1
27453;2020-03;489,1266772;3;6;1
27453;2020-04;42,18715108;0;0;1
27453;2020-05;100,1578673;1;1;1
27453;2020-06;238,3273657;1;3;1
27453;2020-07;428,9515246;2;3;1
27453;2020-08;445,1173907;3;4;1
27453;2020-09;476,6050819;3;5;1
27453;2020-10;398,2383651;3;4;1
27453;2020-11;330,6157927;3;3;1
27453;2020-12;674,7511349;5;6;1
27453;2021-01;147,4291237;1;1;1
27453;2021-02;143,9040116;2;2;1
27453;2021-03;93,45022451;1;1;1
27453;2021-04;81,12226215;1;1;1
27453;2021-05;91,25075317;1;1;1
27453;2021-06;48,64158163;1;1;1
27455;2019-06;43149,35747;245;245;1
27455;2019-07;518392,6341;2303;2303;1
27455;2019-08;462264,7074;2331;2331;1
27455;2019-09;411533,5595;1742;1742;1
27455;2019-10;516234,9266;1845;1845;1
27455;2019-11;433275,5892;1756;1756;1
27455;2019-12;643274,3083;2571;2571;1
27455;2020-01;424574,7095;1702;1702;1
27455;2020-02;524742,7838;2020;2020;1
27455;2020-03;386477,2852;1761;1761;1
27455;2020-04;568337,4495;2864;2864;1
27455;2020-05;574679,5747;2664;2664;1
27455;2020-06;711772,991;3066;3066;1
27455;2020-07;755755,0912;3630;3630;1
27455;2020-08;676050,1445;2878;2878;1
27455;2020-09;727266,6886;2647;2647;1
27455;2020-10;740816,8566;2595;2595;1
27455;2020-11;588195,2477;1839;1839;1
27455;2020-12;1132743,358;4149;4149;1
27455;2021-01;336822,8633;1492;1492;1
27455;2021-02;277961,7223;1424;1424;1
27455;2021-03;368773,026;1966;1966;1
27455;2021-04;500235,2854;2581;2581;1
27455;2021-05;449681,0067;2239;2239;1
27455;2021-06;496180,7189;2235;2235;1
27460;2019-05;6393,010436;246;246;1
27460;2019-06;18011,26809;762;762;1
27460;2019-07;17492,94078;658;658;1
27460;2019-08;23275,40682;923;923;1
27460;2019-09;25279,48296;975;975;1
27460;2019-10;21651,48262;1020;1020;1
27460;2019-11;26158,17716;1063;1063;1
27460;2019-12;36483,42775;1330;1330;1
27460;2020-01;24617,63899;999;999;1
27460;2020-02;31185,42858;1268;1268;1
27460;2020-03;32100,08677;1222;1222;1
27460;2020-04;42634,13204;1479;1479;1
27460;2020-05;47278,99227;1567;1567;1
27460;2020-06;37808,32741;1320;1320;1
27460;2020-07;40245,35758;1462;1462;1
27460;2020-08;45470,96347;1554;1554;1
27460;2020-09;46316,83448;1685;1685;1
27460;2020-10;55386,32156;2021;2021;1
27460;2020-11;56951,52075;1967;1967;1
27460;2020-12;43517,43079;1585;1585;1
27460;2021-01;29221,46538;1041;1041;1
27460;2021-02;22671,90012;860;860;1
27460;2021-03;34670,91073;1148;1148;1
27460;2021-04;42032,49624;1468;1468;1
27460;2021-05;38579,2072;1478;1478;1
27460;2021-06;27159,65299;1044;1044;1
27461;2019-05;331,5170254;18;18;1
27461;2019-06;908,5533451;44;44;1
27461;2019-07;943,9595426;48;48;1
27461;2019-08;1132,239119;57;57;1
27461;2019-09;765,035714;41;41;1
27461;2019-10;879,7178623;45;45;1
27461;2019-11;1049,102599;51;51;1
27461;2019-12;1088,670206;50;50;1
27461;2020-01;1025,954677;48;48;1
27461;2020-02;1045,378892;50;50;1
27461;2020-03;1047,296265;48;48;1
27461;2020-04;824,8784112;34;34;1
27461;2020-05;583,273915;25;25;1
27461;2020-06;167,3731087;7;7;1
27461;2020-07;338,722991;13;13;1
27461;2020-08;309,901711;15;15;1
27461;2020-09;265,8499041;13;13;1
27461;2020-10;462,1282183;21;21;1
27461;2020-11;471,9203779;21;21;1
27461;2020-12;669,3529894;27;27;1
27461;2021-01;312,2567874;14;14;1
27464;2019-05;456,3438039;11;11;1
27464;2019-06;862,6043024;21;21;1
27464;2019-07;408,3660342;9;9;1
27464;2019-08;47,78323651;1;1;1
27464;2019-09;555,6309286;12;12;1
27464;2019-10;1133,366713;30;30;1
27464;2019-11;953,9237399;24;24;1
27464;2019-12;1185,889039;30;30;1
27464;2020-01;1034,527505;26;26;1
27464;2020-02;878,0296401;23;23;1
27464;2020-03;978,4185746;23;23;1
27464;2020-04;663,7129151;17;17;1
27464;2020-05;829,0154499;19;19;1
27464;2020-06;574,2096656;13;13;1
27464;2020-07;857,6788529;19;19;1
27464;2020-08;841,7238618;19;19;1
27464;2020-09;921,0083972;21;21;1
27464;2020-10;791,6356522;18;18;1
27464;2020-11;796,7638086;19;19;1
27464;2020-12;933,5745874;21;21;1
27464;2021-01;764,7720899;17;17;1
27464;2021-02;771,7573027;16;16;1
27464;2021-03;884,0242049;18;18;1
27464;2021-04;849,1242967;17;17;1
27464;2021-05;604,197202;14;14;1
27464;2021-06;0;0;0;0
27469;2019-05;2730,251098;20;39;1
27469;2019-06;9751,11117;85;143;1
27469;2019-07;9420,266731;75;129;1
27469;2019-08;8177,724162;74;131;1
27469;2019-09;8440,69433;68;123;1
27469;2019-10;11216,85436;91;170;1
27469;2019-11;9919,193788;74;143;1
27469;2019-12;20610,58532;176;276;1
27469;2020-01;10055,28341;81;131;1
27469;2020-02;10738,52834;84;134;1
27469;2020-03;4753,313681;38;59;1
27469;2020-04;1273,921628;12;19;1
27469;2020-05;877,9315319;3;5;1
27469;2020-06;1008,76857;3;3;1
27469;2020-07;3027,192509;8;17;1
27469;2020-08;2520,420687;8;16;1
27469;2020-09;3179,517382;9;21;1
27469;2020-10;1521,202266;5;14;1
27469;2020-11;987,076089;3;8;1
27469;2020-12;5880,845172;23;42;1
27469;2021-01;2711,560093;10;23;1
27469;2021-02;3264,104413;15;33;1
27469;2021-03;1235,379957;5;7;1
27469;2021-04;2285,909963;10;21;1
27469;2021-05;2789,939528;10;23;1
27469;2021-06;4340,542609;17;43;1
27474;2019-05;1681,297011;21;21;1
27474;2019-06;11351,1573;129;129;1
27474;2019-07;14863,12659;145;145;1
27474;2019-08;2063,149258;10;10;1
27474;2019-09;23951,5239;162;252;1
27474;2019-10;21874,97707;179;267;1
27474;2019-11;20107,97028;122;180;1
27474;2019-12;34468,83969;245;345;1
27474;2020-01;33592,18658;243;355;1
27474;2020-02;20299,33469;154;215;1
27474;2020-03;25903,3803;164;247;1
27474;2020-04;39468,1335;149;228;1
27474;2020-05;68364,14888;431;643;1
27474;2020-06;63245,06699;419;598;1
27474;2020-07;47382,71797;341;448;1
27474;2020-08;50705,563;393;545;1
27474;2020-09;38071,69166;275;368;1
27474;2020-10;48155,58865;348;455;1
27474;2020-11;48695,61441;317;437;1
27474;2020-12;38221,31584;273;373;1
27474;2021-01;25653,67479;172;240;1
27474;2021-02;32392,07643;249;357;1
27474;2021-03;14121,14174;102;153;1
27474;2021-04;46530,91204;290;416;1
27474;2021-05;48943,26374;293;434;1
27474;2021-06;39214,82428;239;353;1
27481;2019-05;7141,363064;178;179;1
27481;2019-06;25696,96121;570;572;1
27481;2019-07;21875,04406;514;514;1
27481;2019-08;22567,15525;527;527;1
27481;2019-09;20301,94326;484;487;1
27481;2019-10;21599,09552;500;500;1
27481;2019-11;23541,93451;527;530;1
27481;2019-12;24214,18577;554;554;1
27481;2020-01;23257,0266;515;517;1
27481;2020-02;27505,26035;579;579;1
27481;2020-03;14883,0038;324;324;1
27481;2020-04;9305,035551;211;211;1
27481;2020-05;16278,42539;342;342;1
27481;2020-06;20289,9825;382;382;1
27481;2020-07;15148,79839;308;308;1
27481;2020-08;19656,24159;441;441;1
27481;2020-09;20068,98475;463;463;1
27481;2020-10;25769,38277;579;579;1
27481;2020-11;24110,40642;542;542;1
27481;2020-12;31344,33469;660;663;1
27481;2021-01;26127,75749;569;569;1
27481;2021-02;24509,20283;524;524;1
27481;2021-03;11753,94446;225;227;1
27481;2021-04;29871,28017;567;567;1
27481;2021-05;28130,19122;535;535;1
27481;2021-06;30531,28696;542;542;1
27487;2019-05;2977,331422;66;71;1
27487;2019-06;13810,85708;263;273;1
27487;2019-07;9245,615568;194;203;1
27487;2019-08;17240,75841;256;287;1
27487;2019-09;27037,44402;333;437;1
27487;2019-10;3316,257292;49;52;1
27488;2019-05;3588,200349;41;50;1
27488;2019-06;5550,123744;26;33;1
27488;2019-07;19306,49832;161;211;1
27488;2019-08;20778,92345;171;208;1
27488;2019-09;17822,85016;148;183;1
27490;2019-01;44026,26922;2288;2288;1
27490;2019-02;53366,18103;2830;2830;1
27490;2019-03;66602,91773;3490;3490;1
27490;2019-04;65942,51063;3349;3349;1
27490;2019-05;72193,78992;3790;3790;1
27490;2019-06;74734,07834;3777;3777;1
27490;2019-07;69862,2409;3649;3649;1
27490;2019-08;80448,49795;4014;4014;1
27490;2019-09;76032,9389;3807;3807;1
27490;2019-10;79100,54837;3966;3966;1
27490;2019-11;86382,89816;4150;4150;1
27490;2019-12;72941,9693;3185;3185;1
27490;2020-01;58446,89535;2997;2997;1
27490;2020-02;56656,29853;2812;2812;1
27490;2020-03;72195,25984;3483;3483;1
27490;2020-04;91940,51206;4533;4533;1
27490;2020-05;81001,15664;4002;4002;1
27490;2020-06;81193,52599;3944;3944;1
27490;2020-07;87314,8177;4240;4240;1
27490;2020-08;82776,87448;4054;4054;1
27490;2020-09;86716,15788;4040;4040;1
27490;2020-10;94727,43002;4380;4380;1
27490;2020-11;98147,72544;4417;4417;1
27490;2020-12;103719,7425;4505;4505;1
27490;2021-01;94115,84757;4349;4349;1
27490;2021-02;76533,64274;3588;3588;1
27490;2021-03;99909,06131;4483;4483;1
27490;2021-04;102769,6234;4698;4698;1
27490;2021-05;98314,28127;4262;4262;1
27490;2021-06;78685,96711;2967;2967;1
27499;2019-05;821,3428846;18;21;1
27499;2019-06;7672,017887;142;156;1
27499;2019-07;9140,073444;171;190;1
27499;2019-08;8731,443169;170;188;1
27499;2019-09;8356,677529;154;164;1
27499;2019-10;7800,191901;150;166;1
27499;2019-11;8047,749804;155;167;1
27499;2019-12;8101,24709;169;180;1
27499;2020-01;6124,027257;132;140;1
27499;2020-02;6460,512601;128;137;1
27499;2020-03;11070,56367;211;228;1
27499;2020-04;9135,695236;164;179;1
27499;2020-05;6236,737095;128;136;1
27499;2020-06;7476,144564;146;157;1
27499;2020-07;10387,17368;183;199;1
27499;2020-08;11083,96421;192;210;1
27499;2020-09;9836,384588;169;179;1
27499;2020-10;11017,69934;209;226;1
27499;2020-11;7003,852368;138;143;1
27499;2020-12;11081,90058;204;224;1
27499;2021-01;9932,248249;182;194;1
27499;2021-02;10091,42927;179;194;1
27499;2021-03;14362,4632;241;263;1
27499;2021-04;10501,86101;190;204;1
27499;2021-05;12486,59009;204;222;1
27499;2021-06;6881,592119;110;121;1
27503;2019-05;3211,986562;32;32;1
27503;2019-06;22186,40489;225;231;1
27503;2019-07;22013,22021;225;226;1
27503;2019-08;29201,21702;261;265;1
27503;2019-09;24178,60513;231;234;1
27503;2019-10;18922,53978;178;178;1
27503;2019-11;29969,1476;284;286;1
27503;2019-12;33993,71232;282;282;1
27503;2020-01;28930,93619;272;274;1
27503;2020-02;32293,43459;293;299;1
27503;2020-03;21051,48162;191;195;1
27503;2020-04;16238,94582;116;118;1
27503;2020-05;21027,46377;181;184;1
27503;2020-06;25083,91779;210;215;1
27503;2020-07;28277,65079;242;247;1
27503;2020-08;29627,13348;245;249;1
27503;2020-09;30755,33175;276;279;1
27503;2020-10;39779,95721;332;337;1
27503;2020-11;35840,0698;298;304;1
27503;2020-12;43531,5447;350;356;1
27503;2021-01;30973,73403;255;260;1
27503;2021-02;33914,15881;280;284;1
27503;2021-03;35553,20065;275;279;1
27503;2021-04;32796,20816;262;266;1
27503;2021-05;31031,6971;261;264;1
27503;2021-06;34369,08884;281;288;1
27511;2019-05;4589,122735;214;214;1
27511;2019-06;17643,7812;597;597;1
27511;2019-07;15247,37361;567;567;1
27511;2019-08;13989,41748;629;629;1
27511;2019-09;12254,83928;524;524;1
27511;2019-10;14660,49654;666;666;1
27511;2019-11;13099,99471;579;579;1
27511;2019-12;11506,25675;506;506;1
27511;2020-01;14618,79461;627;627;1
27511;2020-02;10226,23821;430;430;1
27511;2020-03;10897,07499;420;423;1
27511;2020-04;3968,396689;147;147;1
27511;2020-05;5236,628664;215;215;1
27511;2020-06;2639,692632;105;105;1
27511;2020-07;8157,004114;304;304;1
27511;2020-08;11509,86256;436;436;1
27511;2020-09;13226,99606;433;433;1
27511;2020-10;12822,70392;477;477;1
27511;2020-11;12205,01359;472;472;1
27511;2020-12;15749,37884;533;533;1
27511;2021-01;12410,57306;467;467;1
27511;2021-02;17334,29469;524;524;1
27511;2021-03;10642,60196;358;358;1
27511;2021-04;8931,026818;338;338;1
27511;2021-05;13070,62093;506;506;1
27511;2021-06;15671,87538;686;686;1
27518;2019-05;459,6926585;10;10;1
27518;2019-06;6719,658375;158;158;1
27518;2019-07;5137,453094;125;125;1
27518;2019-08;6913,202927;158;158;1
27518;2019-09;7718,894837;162;162;1
27518;2019-10;7088,356691;157;157;1
27518;2019-11;7634,968711;162;162;1
27518;2019-12;7324,263221;153;153;1
27518;2020-01;4590,108172;99;99;1
27518;2020-02;6384,715385;131;131;1
27518;2020-03;4701,219914;99;99;1
27518;2020-04;3184,945034;68;68;1
27518;2020-05;2731,325782;70;70;1
27518;2020-06;3025,071074;90;90;1
27518;2020-07;6038,430016;143;143;1
27518;2020-08;9313,934713;206;206;1
27518;2020-09;9828,98351;219;219;1
27518;2020-10;10010,92598;228;228;1
27518;2020-11;9647,131282;217;217;1
27518;2020-12;9200,280922;208;208;1
27518;2021-01;7793,252515;182;182;1
27518;2021-02;6112,004171;146;146;1
27518;2021-03;3758,164932;130;130;1
27518;2021-04;7077,771424;180;180;1
27518;2021-05;8666,591534;205;206;1
27518;2021-06;8515,051312;226;226;1
27527;2019-01;11633,6636;293;293;1
27527;2019-02;10260,28682;256;256;1
27527;2019-03;12776,48472;314;314;1
27527;2019-04;15880,84599;292;292;1
27527;2019-05;9583,085398;228;228;1
27527;2019-06;13188,55682;319;319;1
27527;2019-07;10160,71506;244;244;1
27527;2019-08;12017,70722;301;301;1
27527;2019-09;11424,55344;293;293;1
27527;2019-10;15602,22463;377;377;1
27527;2019-11;15388,0201;376;376;1
27527;2019-12;15316,83597;370;370;1
27527;2020-01;14841,3678;354;354;1
27527;2020-02;15273,30227;341;341;1
27527;2020-03;9459,979347;213;213;1
27527;2020-04;8496,018798;220;220;1
27527;2020-05;9626,160702;252;252;1
27527;2020-06;12429,88329;287;287;1
27527;2020-07;8683,867763;203;203;1
27527;2020-08;11607,69555;278;278;1
27527;2020-09;13988,43898;322;322;1
27527;2020-10;16117,55932;328;328;1
27527;2020-11;12646,48851;270;270;1
27527;2020-12;9380,043115;197;197;1
27527;2021-01;12854,42195;267;267;1
27527;2021-02;12864,6863;280;280;1
27527;2021-03;7816,222931;178;178;1
27527;2021-04;12222,46968;283;283;1
27527;2021-05;15423,76102;350;350;1
27527;2021-06;15288,72715;355;355;1
27528;2019-01;41009,79747;39;42;1
27528;2019-02;10758,07803;46;61;1
27528;2019-03;17771,44831;36;46;1
27528;2019-04;12926,81097;45;47;1
27528;2019-05;16395,92426;49;62;1
27528;2019-06;24268,38607;75;79;1
27528;2019-07;27939,95091;63;73;1
27528;2019-08;16746,95789;49;51;1
27528;2019-09;19415,01953;94;105;1
27528;2019-10;24473,77549;100;121;1
27528;2019-11;23634,08405;115;127;1
27528;2019-12;26558,17121;127;141;1
27528;2020-01;30835,06455;152;170;1
27528;2020-02;20452,20696;94;99;1
27528;2020-03;16618,94091;61;79;1
27528;2020-04;21800,91026;96;108;1
27528;2020-05;31454,36485;127;138;1
27528;2020-06;31207,71013;138;150;1
27528;2020-07;26090,17138;127;144;1
27528;2020-08;29794,62689;125;137;1
27528;2020-09;36221,13167;127;146;1
27528;2020-10;25389,14249;130;138;1
27528;2020-11;24217,96947;109;113;1
27528;2020-12;34351,77477;149;175;1
27528;2021-01;29792,93845;117;133;1
27528;2021-02;33834,82727;109;122;1
27528;2021-03;33690,68576;127;141;1
27528;2021-04;28587,38049;127;133;1
27528;2021-05;24934,21114;94;100;1
27528;2021-06;18548,46512;95;104;1
27536;2019-05;11399,25172;565;565;1
27536;2019-06;55988,7535;2530;2530;1
27536;2019-07;54137,77322;2396;2396;1
27536;2019-08;65204,49451;2836;2836;1
27536;2019-09;63583,64754;2633;2633;1
27536;2019-10;67432,19927;2906;2906;1
27536;2019-11;71360,60745;2957;2957;1
27536;2019-12;67408,31059;2501;2501;1
