IDCLIENTE;NOMEFANTASIA;FLSITUACAO;SGUF;IDSEGMENTACAO;IDMOEDA;
25509;Sepúlveda S.A.;HABILITADO;SP;5919;5758;
25511;Pontes e Santana e Associados;HABILITADO;SP;2319;5758;
25512;Caldeira-de Aguiar;HABILITADO;RJ;4478;5758;
25514;Marinho e Pereira e Associados;HABILITADO;SP;4478;5758;
25519;Ferreira-Beltrão;HABILITADO;SP;2736;5758;
25521;Lutero-Ortega;HABILITADO;SP;4478;5758;
25578;Urias-Valdez;HABILITADO;RJ;5256;5758;
25583;Ortega-Galhardo;HABILITADO;SP;4478;5758;
25584;Mendonça Comercial Ltda.;HABILITADO;MG;2736;5758;
25588;Marin e Quintana e Associados;HABILITADO;RJ;5919;5758;
25641;Grego e Casanova;HABILITADO;PB;4478;5758;
25642;Padrão e Chaves;HABILITADO;MG;5256;5758;
25645;Balestero e de Oliveira Ltda.;HABILITADO;SC;4474;5758;
25647;Serra-Uchoa;HABILITADO;MG;2736;5758;
25650;Marques e Ferreira;HABILITADO;MG;5256;5758;
25653;Romero-Rangel;HABILITADO;SP;1639;5758;
25706;Beltrão S.A.;HABILITADO;PR;4478;5758;
25718;Pedrosa Ltda.;HABILITADO;SP;5256;5758;
25719;Ávila S.A.;HABILITADO;GO;7788;5758;
25721;Cordeiro e Rangel S.A.;HABILITADO;SC;4478;5758;
25722;Queirós e Padrão;HABILITADO;MS;3298;5758;
25724;Martines e Sanches;HABILITADO;GO;4478;5758;
25725;Meireles-Montenegro;HABILITADO;GO;5256;5758;
25727;Torres-Carmona;HABILITADO;MG;5256;5758;
25759;Rangel e Queirós;HABILITADO;SC;5256;5758;
25761;Zamana-Ferreira;HABILITADO;MT;5256;5758;
25764;Corona e Abreu;HABILITADO;SP;4474;5758;
25765;da Cruz-Neves;HABILITADO;PR;5256;5758;
25770;Ramires Comercial Ltda.;HABILITADO;MG;2319;5758;
25773;Vasques Comercial Ltda.;HABILITADO;SP;5226;5758;
25778;Rezende-Fontes;HABILITADO;SC;5256;5758;
25782;Delgado Comercial Ltda.;HABILITADO;SP;1269;5758;
25785;Neves Comercial Ltda.;HABILITADO;SP;5256;5758;
25838;Caldeira-Lozano;HABILITADO;SP;3809;5758;
25841;Dominato e Ortega;HABILITADO;SP;5226;5758;
25847;Serna e Rocha;HABILITADO;SP;3298;5758;
25849;Grego e Guerra;HABILITADO;SP;5256;5758;
25853;Cruz e Sandoval;HABILITADO;SP;8211;5758;
25857;Gonçalves Ltda.;HABILITADO;SP;1107;5758;
25858;Cervantes e Guerra e Associados;HABILITADO;SP;5256;5758;
25859;Gomes Ltda.;HABILITADO;SP;1235;5758;
25861;Serrano e Bittencourt;HABILITADO;SP;1107;5758;
25864;Queirós Comercial Ltda.;HABILITADO;SP;2736;5758;
25870;Delvalle Ltda.;HABILITADO;SP;2319;5758;
25923;Lutero-Aragão;HABILITADO;SP;3298;5758;
25925;Santiago-Lutero;HABILITADO;SP;7230;5758;
25927;Mendes e Guerra Ltda.;HABILITADO;SP;3809;5758;
25928;Salazar-Mascarenhas;HABILITADO;SP;2319;5758;
25929;Valência Comercial Ltda.;HABILITADO;SP;5256;5758;
25930;Lovato-Marques;HABILITADO;SP;7183;5758;
25932;Carmona e Sandoval;HABILITADO;SP;5256;5758;
25933;Rios e Sandoval;HABILITADO;SC;4474;5758;
25936;Ferreira-Pontes;HABILITADO;SC;5256;5758;
25941;Vila e Rico e Associados;HABILITADO;PR;7183;5758;
25944;Marinho e Fonseca S.A.;HABILITADO;SP;5256;5758;
25950;Galvão e Filhos;HABILITADO;SP;7788;5758;
25958;Grego-Velasques;HABILITADO;SP;1401;5758;
25959;Rico-Toledo;HABILITADO;SP;5919;5758;
25964;Casanova e Ramires;HABILITADO;RJ;3809;5758;
25965;Martines Comercial Ltda.;HABILITADO;MA;3298;5758;
25966;Barreto e Beltrão;HABILITADO;SP;5256;5758;
25967;Torres-Santana;HABILITADO;SP;7981;5758;
25972;Leal Ltda.;HABILITADO;SP;3809;5758;
26019;Zaragoça-Serra;HABILITADO;SP;7981;5758;
26020;Gil e Pena S.A.;HABILITADO;MG;3809;5758;
26030;Flores Comercial Ltda.;HABILITADO;SP;5256;5758;
26032;Branco e Uchoa;HABILITADO;SP;8211;5758;
26036;Bezerra-Camacho;HABILITADO;PE;7230;5758;
26042;Fidalgo e Faro e Filhos;HABILITADO;SP;5256;5758;
26045;Zambrano-Aguiar;HABILITADO;SP;7230;5758;
26048;Meireles e Grego;HABILITADO;SP;4474;5758;
26050;Garcia e Uchoa e Filhos;HABILITADO;RJ;9122;5758;
26057;Padrão e Valentin;HABILITADO;SP;1107;5758;
26058;Ávila e Burgos;HABILITADO;RS;1107;5758;
26062;Faria-Santacruz;HABILITADO;SP;5256;5758;
26068;Pedrosa Comercial Ltda.;HABILITADO;SP;5256;5758;
26069;Estrada S.A.;HABILITADO;SP;3809;5758;
26073;Torres Comercial Ltda.;HABILITADO;SP;3809;5758;
26081;Valentin Comercial Ltda.;HABILITADO;SP;5587;5758;
26086;Galhardo e Ferraz;HABILITADO;SP;5256;5758;
26089;Marés-Guerra;HABILITADO;SP;1107;5758;
26090;Verdara e Santana;HABILITADO;SP;1107;5758;
26094;Colaço Comercial Ltda.;HABILITADO;SP;5256;5758;
26095;Fernandes-Sales;HABILITADO;SP;1401;5758;
26100;Martines e Quintana;HABILITADO;SP;1107;5758;
26104;Rocha e Godói;HABILITADO;DF;1107;5758;
26105;Vila e Vega S.A.;HABILITADO;BA;2319;5758;
26158;Abreu Comercial Ltda.;HABILITADO;SP;1107;5758;
26161;Godói e Salazar e Associados;HABILITADO;SP;7736;5758;
26162;Carrara e Ortiz Ltda.;HABILITADO;SP;2736;5758;
26163;Casanova e Filhos;HABILITADO;SP;4478;5758;
26165;Maia e Filhos;HABILITADO;SP;8007;5758;
26176;Barreto Comercial Ltda.;HABILITADO;MG;1107;5758;
26179;Barreto-Gil;HABILITADO;SP;4478;5758;
26181;Valência e Vasques;HABILITADO;SP;4478;5758;
26184;Carrara Comercial Ltda.;HABILITADO;SP;4478;5758;
26186;Benites-Sanches;HABILITADO;SP;8211;5758;
26198;Balestero e Leon;HABILITADO;SP;7183;5758;
26199;Lozano e Valentin;HABILITADO;SP;4478;5758;
26202;Chaves e Associados;HABILITADO;RJ;2736;5758;
26204;Ferreira S.A.;HABILITADO;SP;2736;5758;
26206;Oliveira e Batista S.A.;HABILITADO;RJ;9274;5758;
26207;de Oliveira-Torres;HABILITADO;PR;2736;5758;
26213;Ferraz e Prado e Filhos;HABILITADO;TO;3298;5758;
26214;Garcia Ltda.;HABILITADO;PR;4478;5758;
26225;Grego-Marinho;HABILITADO;SP;3809;5758;
26226;Azevedo e Rangel e Associados;HABILITADO;SC;7981;5758;
26233;Sandoval Comercial Ltda.;HABILITADO;RJ;3809;5758;
26236;Valdez e Montenegro e Associados;HABILITADO;PR;7736;5758;
26237;Matos Comercial Ltda.;HABILITADO;PE;5256;5758;
26241;das Dores e Teles;HABILITADO;PR;1107;5758;
26244;Pedrosa e Sales e Filhos;HABILITADO;SP;9122;5758;
2625;da Silva e Filhos;HABILITADO;SP;1548;5758;
26295;Zamana e Feliciano;HABILITADO;PA;4478;5758;
26299;Pena e de Souza;HABILITADO;PE;3809;5758;
26309;Ramires Comercial Ltda.;HABILITADO;PE;5919;5758;
26311;Zamana Comercial Ltda.;HABILITADO;SP;9470;5758;
26312;Sandoval e Assunção;HABILITADO;SP;5919;5758;
26313;Pedrosa e Associados;HABILITADO;SP;1107;5758;
26319;de Oliveira Comercial Ltda.;HABILITADO;SP;8211;5758;
26322;Pena e Furtado;HABILITADO;RJ;3298;5758;
26328;Rios Comercial Ltda.;HABILITADO;SP;2736;5758;
26330;Faro e Brito S.A.;HABILITADO;SP;4474;5758;
26332;Sepúlveda e Delatorre Ltda.;HABILITADO;SP;5256;5758;
26333;Toledo e Filhos;HABILITADO;SP;3809;5758;
26334;Pedrosa e Associados;HABILITADO;SP;4478;5758;
26382;da Cruz Comercial Ltda.;HABILITADO;SP;2319;5758;
26383;Serna e de Oliveira e Associados;HABILITADO;SP;3809;5758;
26388;das Neves-Vale;HABILITADO;RJ;1107;5758;
26389;Estrada Ltda.;HABILITADO;SP;5256;5758;
26393;Azevedo S.A.;HABILITADO;SP;5256;5758;
26396;Torres Comercial Ltda.;HABILITADO;SP;1107;5758;
26397;Velasques-Ávila;HABILITADO;PR;5256;5758;
26398;Galvão Comercial Ltda.;HABILITADO;PR;4478;5758;
26399;Rosa e Sanches e Associados;HABILITADO;PR;7736;5758;
26438;Salazar e da Rosa;HABILITADO;PR;5256;5758;
26454;Marin Comercial Ltda.;HABILITADO;PR;5256;5758;
26455;Sanches Comercial Ltda.;HABILITADO;SP;5256;5758;
26472;Fernandes-Soto;HABILITADO;PR;5256;5758;
26479;Gil Comercial Ltda.;HABILITADO;MS;5256;5758;
26484;Quintana e Burgos;HABILITADO;RJ;5919;5758;
26495;Pontes e Santacruz;HABILITADO;PR;2319;5758;
26541;Vila S.A.;HABILITADO;PR;5256;5758;
26543;Saraiva-Matias;HABILITADO;PR;5256;5758;
26544;Verdugo-de Aguiar;HABILITADO;PR;2736;5758;
26548;Leal e Grego S.A.;HABILITADO;PR;7183;5758;
26617;da Cruz Ltda.;HABILITADO;PR;5256;5758;
26618;Campos-Quintana;HABILITADO;RJ;1107;5758;
26652;Feliciano e Serna;HABILITADO;SP;8211;5758;
26660;Maia e Lozano e Associados;HABILITADO;PR;5256;5758;
26669;Gil e Associados;HABILITADO;SP;5256;5758;
26670;Maldonado e Batista e Filhos;HABILITADO;SP;7183;5758;
26672;Rivera Ltda.;HABILITADO;SP;1269;5758;
26673;Beltrão-Paes;HABILITADO;SP;5256;5758;
26675;Sandoval-Martines;HABILITADO;PR;3809;5758;
26677;Solano e Sepúlveda S.A.;HABILITADO;PR;8211;5758;
26678;Dias Ltda.;HABILITADO;SP;1107;5758;
26683;Chaves-Gusmão;HABILITADO;AM;3809;5758;
26684;Aguiar e Bezerra;HABILITADO;SC;4474;5758;
26692;Soto e Lira;HABILITADO;PR;5256;5758;
26698;Camacho S.A.;HABILITADO;SP;1401;5758;
26702;Urias e Ávila e Filhos;HABILITADO;SP;6730;5758;
26706;das Dores-Franco;HABILITADO;SP;1107;5758;
26707;Solano e Marés;HABILITADO;SP;2324;5758;
26709;Sepúlveda-D'ávila;HABILITADO;SP;2319;5758;
26710;Gomes e Vieira;HABILITADO;SP;5256;5758;
26713;Esteves e Dominato S.A.;HABILITADO;PR;5226;5758;
26717;Paes Comercial Ltda.;HABILITADO;SP;5256;5758;
26722;Teles e Lovato;HABILITADO;SP;8211;5758;
26726;Reis e Associados;HABILITADO;ES;2319;5758;
26729;Branco Comercial Ltda.;HABILITADO;RS;5256;5758;
26743;Guerra e Vega;HABILITADO;SP;5256;5758;
26748;Carrara-Batista;HABILITADO;SP;1639;5758;
26751;Benites Comercial Ltda.;HABILITADO;CE;5256;5758;
26752;Rico e Bittencourt Ltda.;HABILITADO;SP;5256;5758;
26760;Camacho e Burgos Ltda.;HABILITADO;CE;5256;5758;
26765;Sepúlveda-Salgado;HABILITADO;SP;5256;5758;
26767;Rangel Comercial Ltda.;HABILITADO;SC;5256;5758;
26779;Pedrosa-Sandoval;HABILITADO;PR;5256;5758;
26784;Rodrigues-Gusmão;HABILITADO;SP;5256;5758;
26787;Santiago-Aragão;HABILITADO;SP;1107;5758;
26789;Guerra e Filhos;HABILITADO;RJ;4474;5758;
26791;Quintana e Assunção Ltda.;HABILITADO;SP;8211;5758;
26796;Neves Comercial Ltda.;HABILITADO;RJ;2736;5758;
26797;Leal S.A.;HABILITADO;CE;5256;5758;
26803;Barros e Associados;HABILITADO;SC;4478;5758;
26807;Vega S.A.;HABILITADO;SP;2319;5758;
26808;Rosa e Rezende S.A.;HABILITADO;SP;9122;5758;
26813;Rios e Bezerra;HABILITADO;SC;5256;5758;
26817;Mendonça-Uchoa;HABILITADO;SP;5256;5758;
26823;Padilha e Roque e Filhos;HABILITADO;PR;1107;5758;
26827;Ávila-Salgado;HABILITADO;RJ;5256;5758;
26833;Oliveira Ltda.;HABILITADO;SP;5919;5758;
26834;Sandoval-Santiago;HABILITADO;SP;1107;5758;
26835;Faro e Marés S.A.;HABILITADO;SP;5919;5758;
26843;Quintana Ltda.;HABILITADO;SP;5587;5758;
26844;Vega e Fontes e Associados;HABILITADO;SP;2319;5758;
26846;Sepúlveda e Sandoval;HABILITADO;PR;5256;5758;
2685;Soares-Fidalgo;HABILITADO;SP;8579;5758;
26850;Santana Comercial Ltda.;HABILITADO;SP;5587;5758;
26852;Santacruz e Duarte;HABILITADO;SP;5256;5758;
26856;Mascarenhas Comercial Ltda.;HABILITADO;RJ;3809;5758;
26862;Vega-Cortês;HABILITADO;SP;5256;5758;
26864;Cruz e Zaragoça Ltda.;HABILITADO;SP;2319;5758;
26866;Bonilha e Cortês;HABILITADO;SP;1269;5758;
26868;Martines S.A.;HABILITADO;SP;7736;5758;
26872;Marinho Comercial Ltda.;HABILITADO;RJ;7736;5758;
26873;Ferreira e Valentin e Associados;HABILITADO;SP;2736;5758;
26874;Teles Comercial Ltda.;HABILITADO;SP;7230;5758;
26875;Bezerra e Associados;HABILITADO;SP;5919;5758;
26879;Caldeira e Filhos;HABILITADO;PR;5226;5758;
26882;Torres Comercial Ltda.;HABILITADO;PR;4478;5758;
26888;Dias e Esteves Ltda.;HABILITADO;RJ;5919;5758;
26890;Pacheco e Mendes e Associados;HABILITADO;RJ;5919;5758;
26892;Pena e Filhos;HABILITADO;PR;3809;5758;
26898;Soares Ltda.;HABILITADO;DF;5256;5758;
26899;Sepúlveda Comercial Ltda.;HABILITADO;SP;2229;5758;
26900;Leon-Ferreira;HABILITADO;SP;5226;5758;
26904;Leon e Salgado;HABILITADO;SP;4474;5758;
26909;Meireles Comercial Ltda.;HABILITADO;SP;1107;5758;
26910;das Neves e Associados;HABILITADO;MT;4478;5758;
26920;Faria e Salazar;HABILITADO;SP;5919;5758;
26924;Meireles Comercial Ltda.;HABILITADO;RJ;5256;5758;
26927;Gomes e Rodrigues e Associados;HABILITADO;PR;1107;5758;
26930;Furtado S.A.;HABILITADO;PR;4474;5758;
26931;Marinho e Torres;HABILITADO;SP;5256;5758;
26932;Duarte-Padilha;HABILITADO;SP;5256;5758;
26934;Rosa-Santana;HABILITADO;RS;1639;5758;
26939;Casanova S.A.;HABILITADO;SP;5256;5758;
26942;Flores e Filhos;HABILITADO;SP;3298;5758;
26943;Beltrão Ltda.;HABILITADO;SP;7183;5758;
26944;Cruz-Roque;HABILITADO;PR;1107;5758;
26950;da Cruz e Dias S.A.;HABILITADO;SP;4478;5758;
26953;Valência Ltda.;HABILITADO;SP;4478;5758;
26954;Burgos e Vasques S.A.;HABILITADO;SP;7736;5758;
26955;Barros e Soares e Associados;HABILITADO;SP;2438;5758;
26958;Santacruz e Leal;HABILITADO;SP;4478;5758;
26961;Gusmão e Ortiz e Filhos;HABILITADO;PI;7183;5758;
26965;Rodrigues e da Silva;HABILITADO;SP;4478;5758;
26970;Carmona-Campos;HABILITADO;PR;5256;5758;
26972;Aranda e Cervantes;HABILITADO;SP;5256;5758;
26973;Quintana e Filhos;HABILITADO;CE;3897;5758;
26978;Azevedo Comercial Ltda.;HABILITADO;RS;5256;5758;
26982;Salgado-Camacho;HABILITADO;SP;5256;5758;
26983;Ortiz-Garcia;HABILITADO;PR;4474;5758;
26986;Chaves e Dias e Associados;HABILITADO;SP;3809;5758;
26988;Lozano S.A.;HABILITADO;PR;5256;5758;
26990;Estrada Comercial Ltda.;HABILITADO;SP;3809;5758;
26992;Padrão e Torres;HABILITADO;SP;5587;5758;
26993;Santana e Perez Ltda.;HABILITADO;SP;5919;5758;
26994;Colaço Ltda.;HABILITADO;SP;4478;5758;
26995;Godói e Ramos e Filhos;HABILITADO;MG;7183;5758;
27001;Furtado e Associados;HABILITADO;ES;5226;5758;
27008;Molina Comercial Ltda.;HABILITADO;SP;5256;5758;
27010;Molina Comercial Ltda.;HABILITADO;SP;4478;5758;
27011;Dias-Delvalle;HABILITADO;SP;2736;5758;
27016;Assunção Comercial Ltda.;HABILITADO;PR;5256;5758;
27017;Santiago e Chaves Ltda.;HABILITADO;SP;1107;5758;
27024;Padilha-das Dores;HABILITADO;SP;2319;5758;
27026;Mendes Comercial Ltda.;HABILITADO;SP;4478;5758;
27029;Serra e Filhos;HABILITADO;RO;5256;5758;
27032;Gomes e Zaragoça e Filhos;HABILITADO;PR;5256;5758;
27033;Zambrano Comercial Ltda.;HABILITADO;PR;2319;5758;
27035;Sanches e Santiago Ltda.;HABILITADO;RJ;2736;5758;
27037;Rivera e Torres;HABILITADO;RJ;4474;5758;
27038;Ferreira e Ferreira;HABILITADO;PR;5919;5758;
27040;Serrano-Faria;HABILITADO;SP;2319;5758;
27042;Valentin-das Neves;HABILITADO;SP;5256;5758;
27045;Barreto-Uchoa;HABILITADO;SP;3897;5758;
27047;Padrão-Delatorre;HABILITADO;PR;4478;5758;
27050;Verdugo S.A.;HABILITADO;SP;5256;5758;
27054;Maldonado-Escobar;HABILITADO;SC;3809;5758;
27063;Guerra e Fontes S.A.;HABILITADO;PR;5256;5758;
27066;Lutero Comercial Ltda.;HABILITADO;PR;5256;5758;
27070;Gil-Camacho;HABILITADO;RJ;9122;5758;
27073;Lira e Pacheco S.A.;HABILITADO;SP;5256;5758;
27083;D'ávila e Ramos e Filhos;HABILITADO;SP;5226;5758;
27084;Padrão Comercial Ltda.;HABILITADO;RS;3298;5758;
27085;Matias e Fontes;HABILITADO;SP;9470;5758;
27088;Ramos Comercial Ltda.;HABILITADO;SP;5919;5758;
27092;Corona e Maldonado e Filhos;HABILITADO;PR;7230;5758;
27094;Jimenes-Faro;HABILITADO;SC;7230;5758;
27097;Serrano e Delvalle;HABILITADO;CE;4474;5758;
27099;Ortega e Padrão S.A.;HABILITADO;RJ;1107;5758;
27101;Paz e Aranda e Filhos;HABILITADO;BA;7736;5758;
27117;Fidalgo e Grego;HABILITADO;SP;5256;5758;
27118;Lozano e Neves;HABILITADO;RJ;4478;5758;
27121;Faro Comercial Ltda.;HABILITADO;PR;5919;5758;
27123;Correia Ltda.;HABILITADO;SP;1107;5758;
27124;Colaço e Gonçalves;HABILITADO;SP;5256;5758;
27125;Maia Comercial Ltda.;HABILITADO;SP;5919;5758;
27126;Jimenes e Ortiz e Associados;HABILITADO;SP;3897;5758;
27128;Estrada-Rodrigues;HABILITADO;SP;5919;5758;
27130;Salazar e Rivera S.A.;HABILITADO;DF;3897;5758;
27131;Vasques e Gonçalves e Filhos;HABILITADO;SP;5256;5758;
27137;Santiago e Solano;HABILITADO;SP;7981;5758;
27146;Neves Comercial Ltda.;HABILITADO;RJ;7736;5758;
27149;Roque-Velasques;HABILITADO;SP;3298;5758;
27156;Branco e Ferreira e Associados;HABILITADO;SP;2319;5758;
27161;Teles e Pedrosa;HABILITADO;CE;5256;5758;
27162;Domingues e Sanches Ltda.;HABILITADO;RS;5226;5758;
27165;Lira Ltda.;HABILITADO;MA;5919;5758;
27166;Serra Comercial Ltda.;HABILITADO;SP;4478;5758;
27168;Marinho e Lovato S.A.;HABILITADO;SP;8211;5758;
27170;Burgos e Vieira;HABILITADO;PR;3809;5758;
27177;Ferreira e Ávila S.A.;HABILITADO;PR;2229;5758;
27178;Vieira-Serrano;HABILITADO;SP;5256;5758;
27180;Lira Comercial Ltda.;HABILITADO;SP;7736;5758;
27186;Galhardo e Grego Ltda.;HABILITADO;DF;4478;5758;
27188;Perez e Filhos;HABILITADO;PR;5256;5758;
27189;Bonilha-Neves;HABILITADO;SP;1107;5758;
27191;Valência-Caldeira;HABILITADO;SP;8211;5758;
27192;Medina S.A.;HABILITADO;SP;4478;5758;
27198;Espinoza e Galvão;HABILITADO;SP;1107;5758;
27199;Fontes Comercial Ltda.;HABILITADO;CE;3809;5758;
27203;Fidalgo Comercial Ltda.;HABILITADO;SC;7183;5758;
27211;Ortega-da Silva;HABILITADO;RJ;2319;5758;
27213;Grego e Maia e Filhos;HABILITADO;SP;3809;5758;
27216;Vale e Chaves Ltda.;HABILITADO;MG;5256;5758;
27217;Oliveira e Associados;HABILITADO;SP;2736;5758;
27219;Medina e Filhos;HABILITADO;PR;4478;5758;
27222;Delatorre e Gomes;HABILITADO;RS;8211;5758;
27225;Marin e Godói S.A.;HABILITADO;MG;5919;5758;
27228;Chaves Comercial Ltda.;HABILITADO;RJ;5256;5758;
27230;Rios e da Cruz;HABILITADO;RJ;5256;5758;
27234;Carmona-Santacruz;HABILITADO;SP;8211;5758;
27243;Ramos e Lozano Ltda.;HABILITADO;MG;4478;5758;
27244;Feliciano e Filhos;HABILITADO;SP;4474;5758;
27251;Vega-Valência;HABILITADO;RJ;2319;5758;
27253;Galindo e Filhos;HABILITADO;MG;5919;5758;
27259;Romero e Bittencourt Ltda.;HABILITADO;RJ;4478;5758;
27262;Garcia Comercial Ltda.;HABILITADO;SP;1107;5758;
27263;Assunção-Casanova;HABILITADO;MS;5919;5758;
27265;Ferreira e Medina;HABILITADO;RJ;4478;5758;
27266;Serrano e Mendes;HABILITADO;RJ;4474;5758;
27267;Toledo e Ramires;HABILITADO;SP;8211;5758;
27268;Prado e Cruz;HABILITADO;SP;5919;5758;
27273;Carrara-Bezerra;HABILITADO;SP;3809;5758;
27285;Fidalgo e Roque;HABILITADO;SP;4478;5758;
27286;Casanova e da Silva;HABILITADO;ES;5256;5758;
27287;Cordeiro e Filhos;HABILITADO;SC;4478;5758;
27288;Zaragoça-Teles;HABILITADO;GO;3809;5758;
27290;Padrão e Serrano e Filhos;HABILITADO;SP;5919;5758;
27291;Madeira Comercial Ltda.;HABILITADO;SP;3809;5758;
27294;das Neves Comercial Ltda.;HABILITADO;SP;2319;5758;
27296;Prado e Associados;HABILITADO;CE;3897;5758;
27298;Mendonça e Molina S.A.;HABILITADO;SP;3809;5758;
27299;Maldonado e Filhos;HABILITADO;SP;4478;5758;
27309;Romero-Salas;HABILITADO;SP;7230;5758;
27310;Lovato e Associados;HABILITADO;SP;1107;5758;
27313;de Souza-Leal;HABILITADO;MG;4474;5758;
27314;Furtado e Filhos;HABILITADO;RJ;4474;5758;
27315;Colaço e Ávila Ltda.;HABILITADO;MG;3809;5758;
27318;Galhardo e Valência e Associados;HABILITADO;SC;7183;5758;
27320;Lovato S.A.;HABILITADO;SP;5919;5758;
27332;Ortiz Comercial Ltda.;HABILITADO;SP;5256;5758;
27335;Neves Comercial Ltda.;HABILITADO;SP;2319;5758;
27337;Mendonça e Saraiva;HABILITADO;PR;8211;5758;
27341;Aragão-Duarte;HABILITADO;CE;8211;5758;
27345;Marques Comercial Ltda.;HABILITADO;SP;3298;5758;
27350;Batista e Associados;HABILITADO;SP;2736;5758;
27351;Quintana-Pedrosa;HABILITADO;SP;7788;5758;
27353;Pontes e Solano S.A.;HABILITADO;SC;4478;5758;
27354;Pedrosa e Galhardo Ltda.;HABILITADO;MA;8211;5758;
27358;Pereira Ltda.;HABILITADO;SC;7981;5758;
27366;Marés-Ferreira;HABILITADO;RJ;5256;5758;
27383;Delvalle e Uchoa;HABILITADO;RJ;2736;5758;
27388;Corona Comercial Ltda.;HABILITADO;SP;3809;5758;
27390;Barreto e Balestero e Associados;HABILITADO;SP;7736;5758;
27391;Godói e Batista;HABILITADO;SP;5256;5758;
27394;Camacho e Estrada e Associados;HABILITADO;SP;5256;5758;
27395;Azevedo-Mascarenhas;HABILITADO;RN;5226;5758;
27396;Quintana Ltda.;HABILITADO;MG;4474;5758;
27403;Molina e Camacho;HABILITADO;SP;5256;5758;
27404;Vieira e Beltrão;HABILITADO;RJ;5256;5758;
27409;Serra-Santacruz;HABILITADO;SC;5256;5758;
27410;Rosa e Associados;HABILITADO;CE;7736;5758;
27411;Zambrano Ltda.;HABILITADO;SP;5256;5758;
27418;D'ávila-de Oliveira;HABILITADO;SP;4474;5758;
27425;Bonilha-de Oliveira;HABILITADO;CE;3809;5758;
27427;Campos Comercial Ltda.;HABILITADO;SP;5256;5758;
27429;Paz Comercial Ltda.;HABILITADO;SC;3809;5758;
27436;Barreto S.A.;HABILITADO;RJ;9122;5758;
27438;Colaço S.A.;HABILITADO;SP;4474;5758;
27439;Padrão e Zambrano e Filhos;HABILITADO;SP;5256;5758;
27445;Vasques e Leal;HABILITADO;SP;4474;5758;
27453;Rezende-Prado;HABILITADO;SC;7230;5758;
27455;Cruz Comercial Ltda.;HABILITADO;SC;2736;5758;
27460;das Dores-Faro;HABILITADO;RJ;2736;5758;
27461;Bittencourt e Pena;HABILITADO;SC;5256;5758;
27464;Queirós-Aranda;HABILITADO;ES;5256;5758;
27469;Salgado e da Rosa Ltda.;HABILITADO;RJ;4478;5758;
27474;Casanova e Sepúlveda e Associados;HABILITADO;CE;4478;5758;
27481;Carrara-Branco;HABILITADO;RJ;7736;5758;
27487;Franco Ltda.;HABILITADO;RJ;1107;5758;
27488;Serna Comercial Ltda.;HABILITADO;SC;8211;5758;
27490;D'ávila Comercial Ltda.;HABILITADO;RJ;4474;5758;
27499;Soares-Pacheco;HABILITADO;PR;2319;5758;
27503;Cervantes e Associados;HABILITADO;SP;7736;5758;
27511;Dias e Associados;HABILITADO;PR;5256;5758;
27518;Pacheco Comercial Ltda.;HABILITADO;PR;5256;5758;
27527;Padilha Comercial Ltda.;HABILITADO;SP;5256;5758;
27528;Meireles Comercial Ltda.;HABILITADO;RJ;5919;5758;
27536;Meireles e Gomes e Associados;HABILITADO;SC;5256;5758;
27550;das Neves Comercial Ltda.;HABILITADO;PR;7736;5758;
27553;Grego-Zaragoça;HABILITADO;PR;5256;5758;
27554;Casanova e Soares Ltda.;HABILITADO;SP;7736;5758;
27563;Padrão Ltda.;HABILITADO;SC;2736;5758;
27568;Guerra-Marin;HABILITADO;RJ;5256;5758;
27574;Soto Comercial Ltda.;HABILITADO;SP;7981;5758;
27576;Godói-Colaço;HABILITADO;PR;2319;5758;
27583;Franco Ltda.;HABILITADO;PR;5256;5758;
27591;Balestero Comercial Ltda.;HABILITADO;RJ;5256;5758;
27594;Galvão e Reis e Filhos;HABILITADO;PR;7981;5758;
27601;Jimenes e Salas e Filhos;HABILITADO;MG;5256;5758;
27607;Valência Ltda.;HABILITADO;SC;3897;5758;
27611;Ferreira e Barros Ltda.;HABILITADO;SC;5256;5758;
27613;Madeira-Caldeira;HABILITADO;SC;4478;5758;
27622;Marin e Perez e Associados;HABILITADO;SC;5256;5758;
27625;Rodrigues Comercial Ltda.;HABILITADO;SC;3809;5758;
27628;Delatorre-Escobar;HABILITADO;RJ;5256;5758;
27630;Carrara-Urias;HABILITADO;PR;7981;5758;
27636;Quintana Ltda.;HABILITADO;PR;5256;5758;
27637;Dias e Zambrano Ltda.;HABILITADO;SP;5256;5758;
27638;Aranda-Madeira;HABILITADO;SC;5587;5758;
27642;Espinoza e Filhos;HABILITADO;RJ;2736;5758;
27645;Urias Comercial Ltda.;HABILITADO;RJ;5256;5758;
27647;Bonilha Comercial Ltda.;HABILITADO;SC;9122;5758;
27651;Padrão e Pontes;HABILITADO;RJ;5256;5758;
27652;Lozano Comercial Ltda.;HABILITADO;SP;2319;5758;
27654;Valentin e Sanches;HABILITADO;SC;2736;5758;
27659;Bezerra e Pacheco e Associados;HABILITADO;SP;2319;5758;
27663;Leal Comercial Ltda.;HABILITADO;PR;5919;5758;
27667;Marinho-da Silva;HABILITADO;SP;1107;5758;
27669;Rangel e Dias;HABILITADO;MG;2736;5758;
27670;da Rosa e Associados;HABILITADO;CE;5919;5758;
27671;Garcia e Marés S.A.;HABILITADO;SP;1401;5758;
27677;Reis e Roque Ltda.;HABILITADO;SP;8211;5758;
