IDCLIENTE;MES;NOTA
4175;2020-04;3
12567;2019-10;1
27528;2021-01;2
15869;2019-06;2
30699;2019-08;9
26890;2021-03;7
12528;2019-01;5
14291;2020-01;6
28824;2019-03;6
29325;2020-08;5
26677;2020-09;3
13683;2020-04;2
31199;2019-10;8
3316;2019-09;2
6036;2020-07;6
28797;2020-10;1
13467;2019-09;2
20951;2021-02;5
20951;2020-11;5
28993;2020-02;1
19073;2020-09;9
5721;2019-01;3
13631;2021-04;1
1684;2020-02;5
13438;2020-06;6
29784;2019-01;3
13467;2019-08;4
30908;2021-05;5
11884;2019-11;6
18386;2019-06;2
27128;2020-12;5
26309;2020-05;4
12383;2019-05;5
7379;2020-06;3
30018;2020-07;8
32344;2019-08;1
12528;2020-09;3
26050;2019-07;1
14573;2019-10;6
13467;2019-04;5
27038;2019-06;3
26875;2019-09;2
27263;2019-08;6
10439;2019-09;4
10439;2019-02;6
25047;2020-08;6
30908;2020-07;6
11875;2020-07;3
26722;2020-05;1
8918;2020-03;2
22956;2021-02;1
10485;2021-04;4
27871;2019-07;6
28654;2020-01;2
27168;2021-01;5
18924;2020-09;5
13770;2019-12;2
30844;2020-11;5
29649;2019-12;3
14098;2021-01;1
16004;2020-03;4
11389;2019-12;6
4175;2020-05;3
12777;2020-06;1
25377;2019-12;9
25853;2020-06;6
32428;2019-05;5
32394;2019-08;1
8855;2019-08;6
11853;2019-10;6
5402;2019-06;4
16127;2020-10;7
32170;2020-09;6
8311;2019-04;4
11535;2020-03;4
10099;2019-05;3
30908;2020-04;1
29596;2021-01;3
7633;2019-03;1
10440;2019-01;5
24362;2019-03;2
30435;2021-03;4
30745;2020-02;1
28393;2020-01;4
5161;2020-05;1
32398;2021-05;1
11481;2020-01;5
5721;2021-01;4
16405;2020-05;6
28977;2019-10;4
10555;2020-09;2
13624;2019-08;2
1684;2020-05;5
14359;2019-10;4
13154;2020-01;5
14587;2019-09;3
31301;2019-10;5
29980;2019-05;1
16318;2020-06;3
8745;2021-03;5
16412;2021-05;7
18386;2020-05;4
28680;2019-11;4
11413;2019-08;6
27125;2020-02;5
29530;2019-06;5
23308;2021-01;6
19023;2020-08;2
8124;2019-01;3
11535;2019-11;4
11292;2019-06;5
16520;2020-04;1
12202;2019-09;4
14390;2020-02;5
7639;2020-07;4
28828;2019-10;3
12954;2020-09;2
14266;2019-07;6
26312;2020-10;5
29452;2020-10;4
30459;2019-09;6
14643;2019-11;5
21593;2019-05;2
30018;2019-03;6
14098;2019-01;3
27337;2020-12;5
25853;2020-08;7
15591;2019-11;5
7538;2019-03;1
12693;2021-04;3
26244;2019-11;2
8918;2021-05;5
27234;2019-11;5
5790;2021-06;4
23936;2020-07;5
29676;2020-07;4
15781;2019-07;6
21633;2021-02;5
10254;2019-08;2
19128;2019-11;5
28035;2020-04;5
28200;2019-02;1
10255;2019-09;6
12693;2020-02;1
30804;2019-07;2
19122;2020-06;4
12619;2019-10;6
10499;2020-02;4
19073;2021-03;1
30844;2021-03;9
28871;2019-03;3
14098;2021-04;5
16004;2019-06;6
32384;2020-11;3
13631;2020-06;2
5947;2020-01;6
11535;2019-09;4
15847;2019-06;3
16609;2020-10;2
32073;2020-01;1
13624;2020-07;3
16609;2021-06;1
31275;2020-12;6
13390;2020-08;3
29552;2020-11;4
14734;2021-04;7
18925;2021-05;3
23308;2021-05;6
24418;2020-04;6
11419;2020-08;5
18002;2020-11;10
14162;2019-07;3
29676;2020-03;1
30388;2020-12;5
26833;2019-05;8
29515;2019-10;2
27121;2020-08;5
15090;2019-10;6
15781;2020-01;3
5242;2019-07;6
19128;2019-05;3
29109;2019-06;4
27168;2019-06;6
4130;2019-02;1
15799;2019-10;6
21122;2020-10;1
20951;2019-08;9
24737;2021-02;1
27964;2020-05;5
19122;2020-05;6
28229;2019-12;4
19547;2019-12;1
29712;2021-01;2
10036;2020-10;1
13555;2020-10;1
21593;2019-11;1
11221;2020-02;2
26833;2020-03;4
8756;2020-08;6
13263;2019-04;2
11881;2019-10;2
5531;2020-04;1
15357;2019-07;10
26484;2020-05;5
7379;2019-02;1
28206;2020-11;5
12567;2019-04;6
30018;2019-04;6
32394;2019-07;1
32195;2020-10;3
16641;2020-02;2
12889;2021-03;5
11881;2019-07;5
10036;2020-05;1
31147;2021-01;1
14544;2020-07;3
14643;2020-05;5
11051;2019-03;5
15765;2021-02;6
14587;2019-07;5
14683;2021-05;3
11621;2020-11;1
19024;2020-12;1
16022;2019-02;10
16609;2020-04;1
32451;2021-05;4
29601;2021-03;6
12041;2020-11;4
29297;2020-11;4
31037;2020-09;6
11998;2020-09;6
21952;2019-08;2
1944;2019-07;3
10749;2020-04;3
13683;2019-07;3
12674;2021-04;1
27947;2020-06;6
13476;2019-09;6
27878;2020-10;5
14399;2020-01;4
32158;2019-11;6
31431;2021-05;1
30216;2019-10;4
6016;2020-07;4
12838;2019-11;1
11823;2019-06;6
14969;2020-07;1
24362;2019-12;5
15397;2019-12;6
27955;2021-04;1
10182;2019-09;6
27070;2019-06;3
2024;2021-02;5
27225;2020-04;2
7639;2020-05;3
15172;2020-08;4
28692;2021-04;1
14359;2019-08;3
32158;2020-01;3
28797;2020-03;4
16318;2020-01;6
29142;2019-06;5
32146;2020-11;6
13788;2020-01;2
27225;2020-03;4
29274;2021-03;1
28871;2020-01;2
11290;2019-03;2
7864;2020-09;1
11321;2021-01;2
15172;2019-11;3
6036;2020-01;1
15070;2020-09;6
29515;2019-02;3
14202;2019-09;5
24418;2021-05;2
15121;2019-06;1
27191;2019-04;2
28977;2019-06;3
13818;2019-04;5
19073;2019-02;7
31431;2020-02;4
28680;2020-10;3
26888;2019-05;9
26920;2020-10;1
30435;2020-02;1
27528;2019-05;3
2284;2019-12;3
7903;2019-04;7
31310;2020-09;1
8365;2020-07;3
27263;2019-11;1
15601;2020-08;2
26309;2020-11;5
28200;2020-11;3
21036;2020-04;10
18927;2019-11;3
15003;2020-06;4
29731;2020-02;4
26875;2019-06;1
28308;2019-05;6
8365;2021-06;2
8547;2020-01;4
27871;2021-03;4
12041;2020-02;5
13203;2019-07;8
12567;2021-02;1
14634;2020-12;3
11868;2019-05;6
27234;2020-08;1
27121;2019-06;4
28794;2020-02;4
12763;2020-01;1
25233;2021-04;4
16373;2020-04;8
14768;2020-02;6
7502;2019-10;6
30878;2021-03;1
32075;2020-02;3
15491;2019-11;4
16412;2021-03;6
12383;2020-06;5
8418;2020-02;5
8650;2021-04;4
15701;2019-09;3
32075;2019-01;5
18386;2021-04;3
30899;2020-07;8
19549;2020-07;6
28871;2019-05;3
12619;2020-05;5
15601;2019-12;4
11998;2020-01;1
12768;2019-09;1
19023;2019-11;4
14372;2020-01;2
12736;2019-10;3
13683;2020-06;1
16492;2020-02;1
27320;2019-06;4
10494;2019-03;2
7502;2019-04;5
27528;2019-07;5
27699;2019-11;4
16137;2019-08;3
30699;2020-10;3
14381;2021-01;5
14634;2019-12;2
18594;2021-04;6
27253;2019-07;5
27253;2021-05;2
17994;2020-06;5
28547;2019-05;7
29614;2019-07;4
26791;2019-08;5
29731;2020-08;4
26888;2019-03;6
31384;2019-01;4
13467;2020-07;6
19581;2021-04;3
25509;2020-01;5
11621;2020-09;3
19549;2020-12;6
10182;2020-07;5
15601;2019-08;1
31199;2020-08;5
32075;2019-06;5
30940;2019-09;4
29552;2019-06;4
5531;2021-05;5
27871;2020-02;3
28206;2019-08;9
32146;2019-11;2
27528;2020-07;5
14734;2021-03;5
31193;2021-03;6
13683;2020-11;3
7639;2020-11;5
14399;2020-12;10
30908;2020-05;1
31036;2019-05;2
27528;2019-10;2
4715;2021-05;3
14861;2019-09;5
15292;2019-12;5
31431;2021-02;6
13788;2019-11;1
13307;2019-04;3
29665;2021-04;5
11823;2019-07;3
2024;2019-09;6
27802;2019-11;8
15765;2020-05;3
14390;2019-07;6
3316;2020-01;5
18924;2019-05;1
8786;2019-07;5
27038;2019-04;5
26309;2020-07;5
12191;2019-07;6
15003;2019-02;3
27263;2019-10;6
7379;2020-11;6
21633;2020-09;1
26652;2021-01;3
8700;2019-04;6
32344;2021-04;2
31431;2019-02;1
31193;2019-10;5
11321;2020-10;5
14202;2020-01;5
12255;2019-04;3
25853;2019-05;4
11292;2019-03;5
12255;2020-09;2
30923;2019-07;2
13624;2021-06;6
12838;2019-06;3
16204;2019-10;4
32146;2019-10;6
28869;2020-07;5
15976;2019-05;5
27694;2019-08;6
11823;2020-02;1
28229;2020-09;2
8745;2020-03;1
28124;2020-08;4
12313;2020-07;3
23308;2021-03;1
32073;2021-05;6
15607;2021-03;6
27125;2020-03;3
32353;2019-12;1
11333;2021-05;5
28653;2020-02;4
7924;2020-03;1
27253;2020-07;4
16405;2021-02;6
12778;2019-03;6
26993;2020-06;3
14573;2020-11;6
10485;2019-11;6
2024;2021-06;6
7792;2021-03;3
11481;2019-09;5
29596;2019-05;3
19257;2020-03;6
23936;2019-10;1
27663;2020-11;5
31193;2021-06;8
15839;2019-08;2
18924;2020-12;5
13788;2020-06;2
16004;2019-10;6
13082;2019-03;2
8923;2019-11;3
27125;2020-01;1
12838;2020-06;2
14118;2019-07;1
32394;2019-09;1
12070;2020-05;3
15754;2019-03;3
30699;2020-04;1
25959;2021-03;6
19257;2020-12;6
30234;2019-12;6
29944;2019-04;5
27694;2020-10;3
13467;2019-10;6
10440;2020-11;3
25509;2020-11;3
8538;2020-11;6
13683;2020-09;3
13082;2019-05;6
15397;2020-09;1
21036;2021-02;2
2024;2019-02;4
11222;2020-12;5
15557;2020-09;6
7879;2019-11;4
24751;2020-09;3
13467;2019-05;3
26312;2020-05;7
13438;2021-05;5
30216;2020-07;2
14587;2020-08;3
12567;2020-11;2
30844;2020-02;6
12744;2020-11;4
25853;2020-12;1
15799;2019-06;5
12070;2019-11;3
12949;2021-01;2
11110;2019-04;4
11270;2019-12;5
19661;2019-05;3
29552;2021-05;8
15867;2020-12;3
11847;2020-05;4
29665;2021-01;1
11881;2020-02;5
8124;2020-04;6
28676;2020-12;6
23308;2021-04;1
16137;2020-08;6
13390;2020-03;5
8757;2020-04;6
12313;2020-12;6
24526;2019-04;3
6036;2019-02;3
5947;2019-03;4
14573;2020-12;5
14935;2019-10;4
15357;2020-08;2
30793;2020-02;6
32146;2020-07;3
29614;2020-06;5
11333;2020-06;2
30314;2020-03;2
26312;2020-03;8
11535;2019-10;4
12742;2020-10;2
18386;2020-02;3
13107;2020-03;2
8756;2021-02;4
7502;2019-11;6
28676;2020-03;4
16209;2020-03;1
22956;2020-09;2
24751;2019-05;4
13624;2019-09;5
14969;2019-12;5
18594;2020-03;6
29784;2021-05;1
11413;2019-06;1
12383;2020-01;5
14861;2021-02;1
32451;2019-08;1
18924;2019-07;4
8650;2021-03;2
21036;2019-10;5
30745;2019-04;4
32384;2021-04;2
5721;2021-02;6
21593;2019-04;2
11481;2019-06;1
10255;2020-02;2
14573;2020-09;6
5402;2019-11;2
26186;2021-01;1
19081;2019-02;5
30699;2021-05;5
10749;2020-10;3
26050;2020-01;5
12954;2020-02;3
11871;2019-07;1
32344;2020-07;5
28200;2019-08;6
32398;2019-03;4
31011;2020-03;3
3316;2021-05;2
7596;2019-07;9
25233;2021-03;6
14390;2021-01;5
11354;2019-03;4
1164;2019-03;4
19257;2020-07;1
28581;2021-03;6
11273;2020-07;1
28871;2019-08;2
13263;2019-07;1
28993;2020-06;2
27088;2020-08;2
23936;2019-12;6
12910;2019-10;3
16520;2020-08;5
19547;2019-09;3
10439;2019-06;2
8538;2019-12;3
3316;2019-02;4
8365;2019-01;5
26835;2020-10;1
15172;2021-04;2
14318;2020-08;6
30314;2019-10;1
4767;2019-11;1
30923;2020-03;2
30804;2019-08;3
12532;2020-02;2
12777;2019-04;3
27528;2019-08;5
15799;2020-08;5
27290;2019-08;1
15781;2020-10;3
5189;2019-10;2
2024;2020-04;4
29596;2019-08;5
30018;2019-12;4
31036;2021-05;3
10555;2021-02;1
27694;2020-02;5
7596;2019-10;9
14587;2020-12;2
11998;2020-04;10
29614;2020-10;6
29601;2020-03;10
29944;2020-08;9
12191;2021-01;10
16020;2021-06;10
29970;2021-05;1
28977;2020-11;2
11881;2019-01;2
7639;2020-08;2
11881;2020-07;2
15121;2019-05;2
12742;2021-04;5
27337;2020-02;5
27070;2020-01;4
12742;2020-12;5
14861;2020-12;1
8650;2019-08;10
19081;2019-08;4
21173;2020-03;5
21173;2019-06;3
29676;2020-08;6
27165;2020-04;1
14643;2019-09;4
27225;2020-06;5
26920;2020-09;6
15070;2020-05;4
2024;2019-08;5
4715;2020-02;5
27694;2019-11;4
1684;2020-12;3
14436;2019-06;5
11093;2019-08;1
30844;2019-01;8
32170;2021-01;3
32344;2019-05;5
7768;2019-06;2
5790;2019-10;4
15847;2019-07;3
13745;2019-08;2
26890;2020-09;3
14381;2019-07;2
29552;2020-02;2
8757;2020-02;1
29286;2020-05;10
11411;2019-11;6
21699;2021-04;10
26833;2020-04;2
28124;2020-02;5
1164;2020-07;6
10036;2020-06;2
18924;2019-09;3
28200;2019-06;5
24526;2019-02;4
29008;2019-09;10
28869;2020-03;5
27964;2019-02;2
16641;2020-10;5
13263;2020-11;5
27354;2020-02;4
7924;2021-05;5
14587;2020-02;1
32073;2020-02;1
14920;2019-06;5
32451;2019-07;2
24526;2020-03;4
30214;2019-05;7
5578;2020-07;9
32347;2020-05;2
15121;2021-06;3
30314;2021-02;3
18925;2020-11;2
7759;2019-11;3
7379;2019-10;5
16209;2020-10;5
11881;2020-11;6
27125;2019-09;2
11221;2020-09;2
8538;2020-08;6
16022;2020-11;2
26920;2021-02;3
27914;2021-04;6
30908;2019-05;2
24268;2019-06;5
14266;2019-03;5
32428;2020-10;9
10615;2021-04;5
12838;2021-06;4
5686;2020-06;5
32451;2020-03;1
8838;2021-04;6
12202;2020-09;3
13697;2019-04;4
24550;2020-07;5
14554;2019-07;1
10099;2019-02;6
15172;2019-05;6
11290;2019-09;1
26722;2019-07;1
15994;2019-12;5
29980;2019-12;3
30312;2020-04;2
29547;2019-08;1
14469;2021-05;6
30878;2021-01;6
10036;2020-03;9
28465;2019-06;4
29142;2021-02;6
30314;2020-02;4
12704;2021-06;6
4728;2020-07;5
16635;2019-06;4
14670;2019-05;1
15781;2020-05;5
26888;2020-11;6
13697;2019-05;3
16004;2020-04;8
5459;2021-06;6
31432;2019-06;6
16641;2019-04;1
16018;2020-01;2
31469;2019-06;4
2925;2020-10;2
32075;2020-10;9
13770;2019-05;2
30388;2020-01;2
11115;2019-10;1
12271;2019-03;4
13624;2019-04;4
12741;2019-05;5
13683;2019-10;2
14399;2021-04;6
29637;2019-06;3
31408;2020-04;5
29980;2019-10;4
28977;2019-11;1
11292;2020-10;5
18927;2019-03;3
27955;2020-09;4
14703;2020-04;4
19289;2019-07;6
13390;2021-01;3
8786;2020-05;4
11419;2020-11;3
30180;2019-09;1
24550;2019-12;5
11300;2020-02;6
10036;2020-11;4
24268;2020-08;1
30282;2019-07;1
12741;2020-06;1
11051;2019-09;1
21173;2020-09;2
28185;2021-02;6
12393;2020-06;3
31199;2020-09;7
27191;2019-11;6
26312;2019-07;3
18927;2021-01;1
26833;2020-10;5
7502;2020-03;1
32146;2019-12;3
23251;2019-08;3
19081;2021-02;1
28465;2019-05;10
28319;2020-07;5
13818;2020-05;4
29596;2021-06;6
4728;2021-03;5
11389;2020-12;2
11292;2020-07;1
14683;2021-04;1
14768;2020-06;5
12741;2021-06;3
15070;2020-07;6
10396;2019-06;3
31199;2019-12;2
15765;2020-08;3
11202;2019-02;2
11672;2019-10;6
15134;2021-05;2
11290;2021-04;3
26835;2019-10;3
30282;2021-01;6
16209;2019-02;1
32353;2020-07;5
31310;2020-11;5
14468;2019-10;5
26484;2020-12;5
10439;2020-03;2
32451;2021-01;5
11292;2019-10;1
15090;2019-07;10
31431;2019-06;1
31199;2019-06;6
16405;2019-12;1
12838;2020-12;2
30584;2020-04;6
11333;2020-04;4
29561;2020-02;5
6036;2019-11;4
13390;2020-01;6
32428;2020-11;2
7639;2020-10;6
13631;2020-08;5
12742;2019-04;6
11847;2019-10;6
13307;2019-10;3
29305;2021-04;5
14390;2020-08;5
28127;2020-05;5
21593;2020-07;2
7879;2019-03;5
15134;2019-11;5
19336;2019-06;5
14381;2019-05;2
32195;2020-06;5
29175;2019-02;4
30628;2021-05;5
27436;2020-02;6
21699;2020-11;1
14703;2020-10;1
20454;2019-01;2
9007;2019-04;4
14390;2020-10;9
8650;2019-04;3
15529;2020-08;4
2925;2019-05;6
27165;2019-06;2
12944;2019-04;1
25853;2020-01;5
25377;2019-07;5
15765;2020-03;5
30018;2020-12;6
16635;2020-11;4
8538;2021-03;2
29274;2019-02;6
16020;2019-05;6
31406;2020-05;3
27354;2020-11;3
7538;2020-12;6
32158;2020-10;1
10555;2019-10;5
29614;2020-07;3
27871;2020-03;2
8751;2021-05;1
10182;2019-03;10
15662;2020-01;1
11823;2020-07;4
13082;2020-01;1
12255;2020-07;3
25240;2021-01;5
14375;2020-01;3
29729;2019-12;3
14162;2021-01;2
13390;2020-07;2
19081;2019-04;2
27955;2020-01;4
15847;2020-05;3
14320;2019-08;9
29993;2019-02;2
7924;2019-01;1
11998;2020-11;6
14612;2019-05;2
19581;2019-04;4
10254;2020-03;10
30793;2020-03;3
4728;2020-10;4
30793;2020-06;4
20951;2019-07;3
12785;2021-06;4
12619;2019-12;3
29175;2019-08;4
11871;2020-08;6
14266;2020-11;2
5686;2021-01;1
12635;2019-09;1
12041;2020-01;2
16412;2020-11;2
11290;2019-04;2
12744;2020-12;4
21699;2019-11;6
8964;2019-05;4
11222;2019-08;5
13390;2020-09;6
16392;2019-03;3
15607;2019-07;4
15591;2019-05;6
28977;2020-05;4
19535;2019-12;5
11354;2021-05;3
16373;2021-06;3
11847;2020-07;6
5242;2021-03;3
21952;2020-09;3
31301;2020-01;10
8838;2019-10;3
29286;2020-08;2
14291;2019-10;9
8838;2021-03;2
27964;2021-02;6
16405;2020-01;2
7719;2019-10;5
14670;2020-05;4
23308;2019-08;1
23105;2019-05;6
15015;2019-06;2
11270;2019-06;2
27268;2019-12;6
13390;2019-06;1
30878;2021-04;2
32180;2019-09;6
29142;2020-09;1
28392;2019-08;3
28124;2021-06;7
30745;2019-03;4
6160;2021-05;2
12954;2020-10;2
11273;2021-03;3
11202;2020-08;4
29596;2021-02;4
26722;2019-10;2
15765;2019-05;4
28657;2019-11;5
7719;2020-01;2
11413;2020-01;6
11894;2020-03;2
15601;2019-04;3
8547;2020-02;4
26722;2019-06;5
27914;2020-03;2
8392;2019-02;3
27699;2021-04;6
15591;2020-02;5
28127;2020-06;4
11413;2021-05;5
13770;2020-11;5
24418;2020-05;1
11222;2019-06;1
5189;2019-03;2
28869;2019-11;3
15121;2019-04;1
11413;2020-12;7
27663;2019-12;6
26484;2020-10;3
19581;2020-08;6
30699;2021-06;4
15172;2019-07;4
30711;2020-01;2
7879;2019-05;2
10760;2019-02;5
4715;2019-05;3
30401;2019-06;5
27038;2020-12;4
16018;2019-02;5
31301;2021-04;3
27947;2020-05;8
27038;2020-09;3
14554;2020-09;5
11894;2019-03;1
28993;2020-05;5
14587;2019-03;3
12674;2019-04;6
29601;2020-09;3
12264;2020-03;6
18928;2019-03;1
15781;2020-07;3
16157;2020-01;1
12313;2020-05;2
11333;2019-05;2
24550;2020-08;2
14768;2019-12;6
10749;2019-12;4
29054;2019-07;1
19081;2020-03;6
8418;2019-04;2
14399;2020-06;5
31406;2020-08;3
30875;2020-06;6
31431;2021-04;2
29452;2020-08;2
10760;2019-10;3
30844;2019-10;4
5578;2020-06;1
17994;2020-04;1
16157;2019-09;6
26888;2020-09;5
26652;2020-04;6
12070;2020-07;9
14768;2020-09;6
8844;2020-03;1
15529;2019-07;6
28654;2019-11;3
16020;2020-08;6
28676;2020-01;1
14587;2020-03;4
19023;2020-10;6
15591;2021-02;2
15607;2020-12;6
5242;2020-12;3
8700;2019-12;3
14969;2020-12;4
26888;2020-03;1
18877;2019-06;7
11290;2020-02;4
16127;2020-05;5
11413;2019-02;1
29262;2020-05;1
25356;2019-05;1
28124;2020-12;6
10453;2020-07;1
15003;2021-01;2
27320;2019-02;5
29274;2020-09;6
26993;2020-09;1
28797;2020-01;1
30699;2020-08;6
29944;2019-02;4
16609;2020-12;3
24418;2019-07;4
15466;2019-04;10
6036;2020-05;4
19081;2020-05;2
27268;2020-01;4
26833;2019-11;5
30632;2019-10;5
28837;2021-03;4
4728;2019-09;6
30940;2019-02;1
19547;2021-05;5
11826;2019-04;4
26835;2020-03;1
10440;2019-10;5
29729;2020-09;5
15869;2021-03;2
3921;2020-09;6
15091;2019-08;3
26722;2020-02;6
27290;2020-06;6
30388;2019-05;2
18970;2019-08;5
29675;2019-08;2
24526;2020-04;9
29325;2019-10;4
16018;2020-06;2
21164;2019-03;5
12635;2020-01;6
31275;2019-08;3
16020;2020-10;5
11671;2019-07;2
11202;2021-06;8
4130;2019-06;5
29297;2020-05;4
19257;2020-09;3
10499;2019-03;2
26050;2019-02;4
14320;2020-03;10
15607;2020-02;4
14291;2020-08;5
28127;2020-07;4
27268;2019-08;3
26244;2020-01;6
15003;2020-11;1
21164;2021-02;7
27070;2020-12;6
27780;2020-07;2
2284;2019-06;2
28917;2019-09;4
11671;2020-02;4
16127;2019-09;1
31389;2019-10;6
6606;2020-06;1
28828;2020-09;2
6606;2019-09;2
32170;2020-06;6
15781;2020-06;3
16022;2021-06;3
26050;2020-08;1
14935;2020-01;4
15867;2021-05;4
2024;2021-01;2
31310;2021-05;6
5531;2019-04;2
16020;2019-06;4
28654;2021-01;6
12532;2019-04;4
2925;2020-03;2
12744;2020-07;1
15754;2020-05;3
8124;2019-12;4
10499;2021-02;4
12255;2019-03;4
13788;2019-09;1
13476;2019-06;1
6016;2019-01;5
7814;2019-10;2
21699;2021-02;6
2284;2020-08;2
26722;2020-08;1
21633;2021-01;5
27914;2019-06;4
12619;2019-04;1
31408;2021-04;5
11998;2021-04;2
28542;2020-10;1
28993;2020-11;4
11823;2019-11;1
11292;2020-09;6
21122;2021-02;5
11292;2021-04;6
12619;2020-12;3
12944;2019-12;4
29596;2020-12;2
27955;2020-06;6
30146;2019-08;6
16318;2020-04;5
5790;2020-09;5
32344;2021-05;2
21122;2019-06;6
12736;2019-03;5
27528;2019-11;4
13818;2021-03;3
5242;2019-04;1
20393;2019-09;6
8918;2021-04;4
11413;2020-04;3
4175;2021-04;3
11621;2021-01;4
26186;2019-12;1
18386;2020-06;3
11292;2019-07;1
15591;2019-04;3
15172;2021-06;6
31403;2019-06;4
30401;2019-07;10
28308;2020-09;4
31275;2020-06;3
19128;2020-05;4
29262;2020-09;2
30851;2021-06;2
28667;2019-12;3
32075;2021-01;8
19118;2020-12;5
27320;2020-10;2
16609;2019-06;5
29784;2020-08;1
30899;2020-09;3
11235;2020-08;10
11998;2021-06;6
12715;2020-10;4
29601;2020-02;1
11222;2021-06;5
13788;2020-05;4
7768;2021-01;10
28308;2020-05;4
30312;2020-03;1
12768;2020-05;5
8700;2019-01;9
14320;2019-07;3
8745;2020-02;3
19128;2020-04;6
30844;2021-06;2
26652;2021-03;3
4767;2019-06;3
14399;2020-07;5
32146;2021-03;5
7792;2019-09;3
5189;2019-01;6
26833;2019-12;8
11584;2019-04;3
2024;2019-07;2
30180;2021-02;2
28869;2019-05;6
1684;2021-01;2
26484;2019-12;4
29530;2019-07;5
32344;2019-04;5
25588;2019-12;2
30459;2021-04;4
14318;2020-06;1
11316;2021-01;5
12944;2020-09;2
28308;2020-11;6
19024;2021-01;6
4175;2021-03;6
28657;2020-01;2
27225;2019-12;2
5531;2021-04;2
28797;2020-12;6
5402;2020-02;5
29784;2020-04;2
26032;2021-04;3
15529;2021-03;6
7906;2020-03;4
12264;2019-12;3
7639;2019-06;5
5790;2019-01;8
11389;2019-01;4
25356;2021-01;5
30878;2021-05;2
30652;2019-08;3
16137;2021-02;4
32347;2021-02;3
15134;2019-07;4
11413;2020-02;3
8311;2020-05;4
15070;2021-05;6
7799;2019-03;6
31037;2019-06;4
10749;2021-06;1
8547;2021-03;5
12704;2019-10;1
8756;2020-10;5
27320;2021-06;4
12949;2020-03;4
29675;2020-03;8
11316;2019-06;4
13107;2021-06;1
29054;2020-10;4
14162;2020-01;9
8756;2020-12;3
18594;2019-06;3
30711;2019-09;3
8964;2019-02;6
8838;2019-02;4
27168;2020-05;6
11535;2021-06;6
30628;2021-01;1
26032;2019-09;6
15754;2019-09;1
12532;2019-08;1
27694;2020-04;3
28392;2019-07;1
23251;2019-10;5
15090;2020-09;2
30312;2021-03;3
28035;2019-07;5
18927;2021-06;2
12742;2019-06;3
28294;2020-08;2
6606;2020-07;10
27268;2020-10;6
27320;2020-04;1
12944;2019-06;1
11868;2021-01;9
32428;2020-05;4
10485;2020-01;1
10749;2020-08;5
27263;2021-01;6
13390;2019-09;2
32398;2021-06;1
15949;2019-05;1
8745;2019-03;5
27121;2020-11;5
11847;2021-04;1
29054;2020-09;6
15869;2020-09;6
28702;2020-09;3
29175;2020-04;4
27914;2020-07;4
8365;2020-01;5
16018;2019-07;4
11413;2019-05;3
14969;2020-01;4
27222;2020-05;2
12202;2020-11;3
32398;2020-03;10
13438;2019-05;5
29731;2020-01;7
30632;2020-11;3
15847;2020-03;4
28170;2019-05;4
3921;2020-11;6
28680;2020-01;2
12191;2019-11;10
13631;2021-06;4
26791;2020-10;2
16192;2019-11;6
7903;2019-08;5
29944;2019-05;6
30584;2020-07;5
2284;2020-09;1
28308;2020-02;4
12785;2020-11;6
10254;2021-03;1
11998;2019-12;6
10254;2019-05;4
30216;2019-08;2
11481;2019-07;7
28702;2019-10;3
4715;2019-10;2
26875;2020-01;6
8751;2019-09;1
11413;2021-03;2
30844;2019-05;1
25509;2019-08;4
26920;2020-12;6
10555;2019-01;5
32122;2021-06;5
10440;2019-05;2
32451;2020-09;6
32146;2021-01;2
1944;2020-06;9
13438;2019-09;6
1164;2021-04;5
26993;2019-06;6
12264;2021-01;2
27647;2020-10;5
32195;2019-06;5
15781;2021-04;5
10606;2019-11;3
30804;2019-10;4
31431;2019-09;4
25233;2020-01;1
11823;2021-02;5
21699;2020-06;2
14554;2019-12;6
15292;2020-03;6
31384;2020-01;6
11853;2021-02;5
12264;2020-09;5
19073;2019-12;2
7879;2019-06;2
1944;2020-10;6
16373;2019-08;5
15134;2020-09;2
30628;2019-05;3
27191;2019-05;4
30652;2021-03;1
8538;2020-01;7
28702;2020-10;2
13107;2021-03;6
28392;2020-08;6
11270;2019-09;5
5189;2020-03;4
26186;2021-02;1
10485;2020-11;3
18877;2020-12;3
7759;2020-04;6
32158;2020-12;3
29278;2019-06;6
31310;2021-04;3
28828;2020-02;6
27702;2020-03;9
5790;2020-02;5
12532;2020-10;1
5459;2020-07;1
28393;2020-03;1
14670;2019-01;3
15869;2019-07;5
31036;2021-06;2
6036;2020-10;4
26808;2019-06;5
12785;2019-04;5
7768;2019-05;3
11411;2019-04;6
15949;2021-05;2
27168;2020-07;1
5363;2019-01;3
28393;2019-09;4
12528;2020-02;2
19023;2020-05;4
13697;2020-08;5
14202;2020-04;2
29142;2019-10;3
27125;2019-06;2
5242;2021-05;1
26050;2019-12;5
30875;2020-03;2
25588;2020-04;2
12255;2019-12;2
25509;2019-04;2
8365;2020-08;6
11621;2019-08;6
12191;2019-06;3
15701;2020-01;4
13815;2019-09;1
14464;2019-11;5
21699;2020-05;5
26875;2019-07;4
11481;2020-06;1
10453;2019-05;4
27165;2019-05;3
16520;2019-07;5
11671;2019-09;3
28308;2020-01;3
15121;2019-12;1
15244;2020-11;1
29297;2019-06;8
10099;2019-11;7
15701;2020-12;9
16635;2019-12;9
30652;2019-11;6
12838;2021-03;2
17994;2019-10;4
